stock_id,roc_year,roc_month,announce_date,verdict,note
3138,112,1,2023-02-09,codex,耀登公告明載112年1月單月營收及成長率，與本筆任務的公司和期別相符。
3150,112,1,2023-02-08,codex,Yahoo URL slug顯示鈺寶112年1月公告並帶2/8日期；公司名與股票代碼相符，雖片段未展開金額仍可辨識。
3169,112,1,2023-02-07,codex,亞信完整標題列出112年1月營收和年增減，並非技術分析或論壇討論。
3189,112,1,2023-02-06,codex,景碩公告以公司全名和112年1月營收數字構成完整月度揭露，日期合理。
3205,112,1,2023-02-10,codex,佰研標題載有112年1月營收及同比，能明確支持此列的月份和公布事件。
3219,112,1,2023-02-10,codex,倚強科公告明示112年1月營收、金額與年增減，沒有名稱前綴誤判問題。
3257,112,1,2023-02-06,codex,虹冠電的112年1月營收標題提供具體數據，公告本身而非搜尋分類頁足以採信。
3288,112,1,2023-02-10,codex,點晶公告完整寫出112年1月營收變動，企業名稱、月份與營收類型都吻合。
3294,112,1,2023-02-10,codex,英濟標題含112年1月營收及數字，並列年增減，對應到本筆單月資料。
3354,112,1,2023-02-10,codex,律勝月營收公告顯示112年1月和同比數字，內容不是資產負債比率或EPS自結。
3362,112,1,2023-02-08,codex,先進光公告直接揭露112年1月營收及變動，申報主體精確、公布時間正常。
3388,112,1,2023-02-09,codex,崇越電的標題具112年1月營收金額及年增減，能支持此一公告日期。
3430,112,1,2023-02-10,codex,奇鈦科完整公告標示112年1月營收與同比，沒有混用累計或不同年度的數字。
3450,112,1,2023-02-07,codex,中央社題名明列聯鈞112年1月營收及年增減，來源文字本身即為具體月度揭露。
3455,112,1,2023-02-09,codex,由田公告同時呈現112年1月、單月營收及同比，內容可直接對應任務。
3479,112,1,2023-02-09,codex,安勤的112年1月營收標題帶明確金額與變動率，非公司股價或產品消息。
3490,112,1,2023-02-08,codex,單井公告寫出112年1月營收資料與年增減，名稱與期別都無模糊之處。
3522,112,1,2023-02-08,codex,Yahoo slug為御頂112年1月公告且日期是2/8；御頂為御嵿的形近字寫法，股票代碼可確認同一檔。
3530,112,1,2023-02-02,codex,晶相光112年1月的標題明列1.40億與年減28.70%，並附本月140051仟元表格數字；2/2正合該檔月初公告節奏。
3540,112,1,2023-02-10,codex,中央社公告具名曜越2023年1月合併營收3.6億元與年增19.9%，DB的3.60億相符，公布日亦正是慣用10日。
3546,112,1,2023-02-09,codex,宇峻題名寫112年1月營收1.51億及年減5.34%，後段150830仟元可對回DB金額，日期落在慣用9日。
3548,112,1,2023-02-07,codex,兆利的中央社標題含2023年1月單月3.69億元和年減59.11%，且頁面日期逐字為2023年2月7日。
3558,112,1,2023-02-08,codex,神準公告清楚指向2023年1月合併營收13.67億元與年增46.09%；13.67億與資料欄一致並在該檔正常8日揭露。
3564,112,1,2023-02-01,codex,其陽標題有2023年1月營收2億元和41.93%年增，來源是中央社公告；2/1雖很早但貼近此檔慣用3日而不矛盾。
3588,112,1,2023-02-07,codex,通嘉的公告把1月營收6503.9萬元及年減67.27%完整寫出，數額精確對上65039000，日期也是慣用7日。
3596,112,1,2023-02-09,codex,MoneyDJ URL片段同時標出智易股票代號3596與2023年2月9日，該日正是任務日期；雖金額截斷仍可精確對應公司和發布日。
3597,112,1,2023-02-05,codex,映興中央社題名含2023年1月營收4549.7萬元及年減38.84%，金額吻合；2/5為週日但恰在此檔常見6日前後的申報落點。
3605,112,1,2023-02-09,codex,宏致公告明示1月合併營收6.64億元和年減36.82%，並帶公司名與月份；2/9比慣用10日早一天，沒有日期衝突。
3623,112,1,2023-02-08,codex,富晶通的2023年1月中央社公告給出3604.2萬元與5.63%年增；公布日2/8較慣用10日早兩天仍屬合理月初窗。
3625,112,1,2023-02-02,codex,西勝題名完整揭露2023年1月5886.9萬元及年減69.33%，且2月2日正好吻合該檔慣用3日前後。
3628,112,1,2023-02-09,codex,盈正公告有單月2.66億元與年增1.9%的可核數字；雖2/9較中位數10日早一天但未見期別或金額矛盾。
3630,112,1,2023-02-03,codex,新鉅科中央社標題列2023年1月營收8885.1萬元及年減55.47%，資料金額相同且2/3等於慣用4日前一日。
3663,112,1,2023-02-09,codex,鑫科的公告同時有公司名、2023年1月、1.6億元與年減28.91%；日期2/9與其慣用8日僅差一天。
3675,112,1,2023-02-03,codex,德微題名說明2023年1月營收1.41億元和年減23.67%，而2/3是此檔慣用4日附近的正常發布。
3680,112,1,2023-02-09,codex,家登公告中的1月合併營收3.14億元和年減6.94%可直接對應任務；雖在2/9公布但仍在歷來10日前後。
3686,112,1,2023-02-08,codex,達能中央社公告明載2023年1月36.7萬元及年減97.02%；查同年後續低營收月份與111年1月1232萬基期後，此極端跌幅仍自洽，非量級錯置。
3701,112,1,2023-02-09,codex,大眾控的中央社月營收標題帶7.46億元和年減31.96%，公司名稱精確，2/9亦在慣用10日之前一日。
3704,112,1,2023-02-10,codex,合勤控公告指明2023年1月合併營收29.75億元和年增23.95%，金額與DB一致且日期正合慣用10日。
3710,112,1,2023-02-10,codex,連展投控標題完整呈現1月3.45億元與年減47.12%，發布日2023年2月10日也是該公司慣用日。
3712,112,1,2023-02-07,codex,永崴投控的中央社公告提供2023年1月10.36億元與年增31.39%，數字可核，2/7距慣用8日僅一天。
3714,112,1,2023-02-06,codex,富采公告明列2023年1月營收12.8億元與年減58.06%；2/6是週一且只比慣用5日晚一天，無異常。
4102,112,1,2023-02-06,codex,永日題名具2023年1月3509.5萬元與年減21.72%，DB金額精確吻合；2/6接近慣用7日。
4111,112,1,2023-02-07,codex,濟生中央社財經公告有1月9220.6萬元及年減11.14%，並明示單位仟元，屬可核的月營收揭露。
4113,112,1,2023-02-10,codex,鉅亨片段把聯上、1月營收0.15億元、年減66.17%及1至1月累計同時列出，並有2023-02-10 17:02時戳，屬最硬日期佐證。
4129,112,1,2023-02-09,codex,聯合的中央社公告寫2023年1月2.63億元和15.59%年增，後段重複聯合1月2.63億，能排除非營收內容。
4142,112,1,2023-02-08,codex,國光生題名的3920.9萬元與年增1163.99%雖高，但對照111年1月310.2萬的低基期可反推相符；中央社日期2/8也明確。
4153,112,1,2023-02-02,codex,鈺緯公告包含2023年1月7420.3萬元與年增6.72%，數值和資料列一致，2/2落在此檔慣用4日前的合理範圍。
4173,112,1,2023-02-09,codex,久裕的中央社月營收題名給出8204萬元及年減13.23%，公司期別與金額都具體，公布日也吻合慣用9日。
4183,112,1,2023-02-09,codex,福永生技公告明列2023年1月3404.1萬元與年減45.93%；2/9僅比其8.5日中位數稍晚，沒有時間矛盾。
4195,112,1,2023-02-07,codex,Yahoo URL slug寫公告-基米-2023年1且日期為2023年2月7日；基米是4195在創櫃標記前的簡稱，對應同一股票。
4303,112,1,2023-02-09,codex,信立題名有2023年1月1869.5萬元與年減40.94%，不是股價或產業訊息；2/9在歷來10日前後。
4413,112,1,2023-02-09,codex,飛寶企業的中央社公告精確寫出1月7926.2萬元、年增27.27%，名稱未被截成他公司且金額可核。
4416,112,1,2023-02-08,codex,三圓2023年1月合併營收829.7萬元與年增7.99%同時出現，這是具體單月數字；日期2/8接近慣用9日。
4432,112,1,2023-02-08,codex,銘旺實公告列明1月營收1.1億元與年減31.23%，期別是單月而非累計，且發布日仍在正常公告窗。
4523,112,1,2023-02-09,codex,永彰的標題給2773.3萬元及年減46.04%，可對回資料欄27733000；2/9只比慣用10日提早一天。
4526,112,1,2023-02-10,codex,東台標題有股票代號4526、2023年1月及單月4.34億元，並明說營收雙減；日期逐字為2月10日。
4530,112,1,2023-02-10,codex,宏易公告清楚列2023年1月1308.8萬元和年減10.09%，數值和期別都足以支持該筆任務。
4561,112,1,2023-02-03,codex,健椿中央社題名提供1月4760.9萬元與年減46.11%，DB金額相符，2/3處於公司慣用5日前兩天的正常範圍。
4582,112,1,2023-02-09,codex,Yahoo URL片段寫公告-聚恆-2023年1且顯示2023年2月9日；聚恆即4582聚恆-創的公司本名，日期可獨立對應。
4714,112,1,2023-02-10,codex,永捷2023年1月公告列4668.3萬元及年減45.15%，並在正常10日申報，沒有落到股價或其他財務指標。
4716,112,1,2023-02-10,codex,大立112年1月營收2355萬與年減47.32%後面帶2023/02/10 14:51時戳，日期逐字相合，為最硬佐證。
4721,112,1,2023-02-08,codex,美琪瑪公告明示2023年1月2.35億元與年減42.92%，資料列金額一致，2/8對於慣用9日合理。
4764,112,1,2023-02-10,codex,雙鍵中央社標題含1月合併營收1.51億元與年減50.66%，日期為2023年2月10日且公司名精確。
4767,112,1,2023-02-09,codex,誠泰科技的兩段公告文字都指向2023年1月，前段給1.04億元與年減28.95%，足以確認是月營收而非技術分析。
4771,112,1,2023-02-06,codex,望隼標題列出2023年1月1.6億元及年增28.65%，並印出2023年2月6日；這與其慣用5日的公布節奏一致。
4908,112,1,2023-02-10,codex,前鼎公告有單月5096.9萬元及年減42.71%，金額未混入後段毛利率文章；日期正是慣用10日。
4916,112,1,2023-02-09,codex,事欣科中央社題名包含2023年1月2.26億元與年增50.99%，期別和數額完整，發布日距慣用10日一天。
4931,112,1,2023-02-07,codex,新盛力的2023年1月營收2.31億元、年減14.33%由中央社公告直接給出，日期也與公司慣用7日相同。
4952,112,1,2023-02-07,codex,凌通公告寫明1月1.15億元與年減59.88%，數字可直接核對；2/7雖早於中位8日但仍是常見月初申報日。
4953,112,1,2023-02-07,codex,緯軟題名提供2023年1月6.56億元和年增9.43%，並有後段緯軟1月年增的重複佐證，日期吻合慣用7日。
4968,112,1,2023-02-03,codex,立積公告具名2023年1月合併營收2.2億元與年減20.34%；2/3比慣用5日早兩日，未超出該類月初揭露範圍。
4972,112,1,2023-02-02,codex,湯石照明中央社標題給出1月3906.2萬元與年減63.41%，精確名稱及金額都可對應，日期貼近慣用3日。
4973,112,1,2023-02-08,codex,Yahoo slug含廣穎電通-2023年1並標出2月8日；廣穎電通是4973廣穎的完整公司名，故截斷金額不影響公司與日期的確認。
4989,110,2,2021-03-09,codex,榮科110年2月題名列2.84億及年增35.77%，表格本月284104仟元和1至2月576670仟元可交叉支持單月數字。
4989,110,3,2021-04-09,codex,榮科110年3月營收3.87億、年增30.42%後附387353仟元與累計964023仟元，月別和金額無混淆，日期正是慣用9日。
4989,110,4,2021-05-07,codex,110年4月的3.49億和55.56%年增明載於榮科標題，349409仟元與1313432仟元累計符合前月加本月，佐證特別完整。
4989,110,5,2021-06-09,codex,MoneyDJ題名明示榮科110年5月單月4.14億及年增129.88%，6月9日與該公司長期慣用日完全一致。
4989,110,8,2021-09-08,codex,中央社公告給榮科2021年8月合併營收4.62億元與年增176.1%；9月8日僅較慣用9日早一天。
4989,110,10,2021-11-08,codex,榮科110年10月3.11億、年增58.94%的MoneyDJ月營收標題，完整包含公司和期別；11月8日在慣用9日附近。
4989,110,11,2021-12-09,codex,榮科110年11月題名的3.75億與47.27%年增為明確單月營收，發布日期12月9日精確吻合慣用日。
4989,110,12,2022-01-08,codex,中央社標題清楚標示榮科2021年12月3.41億元及年增30.24%，並逐字給2022年1月8日；週六但與慣用9日只差一天。
4989,111,1,2022-02-10,codex,榮科公告明示2022年1月合併營收3.98億元、年增36.1%，公司和月份精確，2月10日距慣用9日一天。
4989,111,2,2022-03-09,codex,2022年2月的2.81億元與年增負1.18%俱載於中央社題名，且2022年3月9日就是該檔慣用公布日。
4989,111,3,2022-04-08,codex,此筆榮科題名明確寫111年3月營收4.52億與年增16.77%，MoneyDJ內容不含其他期別；4月8日貼近慣用9日。
4989,111,4,2022-05-09,codex,榮科111年4月營收3.27億、年減6.50%並列326696仟元和1457941仟元累計，累計也與前面月份量級相容。
4989,111,5,2022-06-09,codex,MoneyDJ及LINE TODAY片段明列榮科111年5月3.76億與年減9.02%，日期6月9日無偏離慣用節奏。
4989,111,6,2022-07-08,codex,榮科111年6月營收3.60億及年減9.06%在MoneyDJ題名中完整可讀，7月8日比中位數9日早一天。
4989,111,10,2022-11-09,codex,MoneyDJ標題具榮科111年10月3.11億元與年減26.31%，期別是目標月份且11月9日正合慣用日。
4989,111,11,2022-12-08,codex,中央社公告清楚寫2022年11月合併營收3.44億元、年增負8.33%，12月8日只差慣用日一天。
4989,111,12,2023-01-09,codex,榮科111年12月3.10億、年減9.29%並附309534仟元和全年4047957仟元，單月數字未被累計數字誤取。
4989,112,1,2023-02-10,codex,玉山證券標題直接標示榮科112年1月營收2.86億與年減28.20%，公司及民國期別精確，2月10日仍在慣用9日前後。
4989,112,2,2023-03-09,codex,榮科2023年2月合併營收3.9億元和年增38.88%由公告題名給出；3月9日正好符合長期公布日。
4989,112,3,2023-04-10,codex,中央社題名列2023年3月2.18億元與年減51.74%，日期逐字為4月10日，雖晚一天仍屬該檔固定月初窗。
4989,112,4,2023-05-09,codex,榮科2023年4月公告的2.61億元及年減20.22%與DB一致，2023年5月9日恰是慣用日。
4989,112,5,2023-06-09,codex,榮科公告明寫2023年5月3.59億元、年增負4.54%，期別沒有混為累計，6月9日為正常公布日。
4989,112,8,2023-09-08,codex,2023年8月合併營收2.85億元及年減14.34%出現在榮科公告標題；9月8日與慣用9日相鄰。
4989,112,9,2023-10-06,codex,榮科2023年9月的3.5億元與年增34.76%由中央社公告清楚呈現，10月6日略早但仍是一般月初申報時點。
4989,112,10,2023-11-10,codex,公告題名有榮科2023年10月2.51億元及年減19.26%，公司與期別精準，11月10日只比慣用9日遲一天。
4989,112,11,2023-12-07,codex,MoneyDJ月營收標題寫榮科112年11月3.19億、年減7.32%；12月7日早兩日但沒有日期或數字反常。
4989,112,12,2024-01-10,codex,榮科112年12月2.73億、年減11.91%可在MoneyDJ題名直接核對，發布日2024年1月10日接近慣用9日。
4989,113,1,2024-02-07,codex,中央社公告明列榮科2024年1月合併營收2.75億元與年增負3.77%，2月7日較慣用9日稍早仍合理。
4989,113,2,2024-03-08,codex,榮科113年2月營收2.09億、年減46.31%由MoneyDJ完整標示，3月8日距慣用9日一天。
4989,113,3,2024-04-09,codex,榮科113年3月的3.02億與年增38.47%都有明確月別，且2024年4月9日正合該公司公布日中位數。
4989,113,4,2024-05-09,codex,榮科2024年4月公告列3.06億元和年增17.52%，公司與期別沒有歧義；5月9日正是長期慣用公布日。
4989,113,5,2024-06-07,codex,中央社題名明示榮科2024年5月合併營收3.14億元及年減12.7%，6月7日雖早兩日但仍在該檔月初窗口。
4989,113,6,2024-07-09,codex,Yahoo公告片段的2024年6月3億元與年增負2.66%是單月營收，發布日7月9日精準貼合慣用日。
4989,113,7,2024-08-09,codex,榮科113年7月營收2.33億及年減10.60%在MoneyDJ標題完整呈現，8月9日符合公司既有節奏。
4989,113,8,2024-09-10,codex,MoneyDJ題名清楚寫113年8月2.47億與年減13.21%，9月10日只比中位數晚一天。
4989,113,9,2024-10-09,codex,榮科2024年9月合併營收2.32億元和年減33.76%由中央社直接給出，日期為2024年10月9日。
4989,114,2,2025-03-07,codex,公告文字具榮科2025年2月1.53億元與年增負26.84%，月份和DB金額一致；3月7日仍是合理月初公布。
4989,114,3,2025-04-09,codex,榮科2025年3月題名的2.17億元可由後段本月217366仟元交叉核對，去年同期302294仟元也支持年減28.1%。
4989,114,4,2025-05-12,codex,榮科114年4月營收2.94億、年減3.91%附2025/05/12 16:16時戳；雖比慣用日遲三天但時戳是文章自身日期。
4989,114,5,2025-06-09,codex,MoneyDJ標題明列榮科114年5月2.42億元和年減22.98%，6月9日剛好是此股的發布日中位數。
4989,114,6,2025-07-10,codex,榮科2025年6月合併營收2.13億元與年減28.82%之外還有本月213473仟元，未把表內其他期別誤作單月。
4989,114,7,2025-08-08,codex,官方式仟元表格指向榮科2025年7月本月165256及去年同期232763，兩數相減比率約負29%而與營收量級相符；8月8日接近慣用日。
4989,114,8,2025-09-09,codex,榮科114年8月營收2.02億、年減18.17%的MoneyDJ題名完整且9月9日吻合慣用日期。
4989,114,9,2025-10-08,codex,榮科114年9月2.47億與年增6.39%是明確月營收資料，10月8日僅比中位數早一天。
4989,114,11,2025-12-09,codex,榮科114年11月營收2.29億及年減2.95%在標題中可直接讀出，12月9日與固定公布日相同。
4989,114,12,2026-01-09,codex,榮科114年12月的2.91億元及83.54%年增均明載於MoneyDJ，2026年1月9日沒有日期偏差。
4989,115,1,2026-02-10,codex,榮科115年1月營收3.69億與年增170.32%具公司和民國期別，2月10日只比慣用9日遲一天。
4994,109,1,2020-02-06,codex,傳奇109年1月營收2.99億、年增0.93%後附299000仟元，2020年2月6日正合其慣用日。
4994,109,2,2020-03-05,codex,傳奇109年2月的2.57億與年減12.07%為完整MoneyDJ月營收標題，3月5日與常態6日相近。
4994,109,5,2020-06-04,codex,傳奇109年5月營收2.94億和年減2.36%在同一標題中，6月4日略早但不構成明顯日期矛盾。
4994,109,8,2020-09-04,codex,傳奇109年8月2.97億、年減23.76%可逐字對應DB數值；9月4日雖早兩日仍屬月初申報範圍。
4994,109,10,2020-11-05,codex,MoneyDJ明列傳奇109年10月營收2.95億元和年增2.80%，公布日11月5日貼近此股慣用6日。
4994,109,12,2021-01-06,codex,傳奇109年12月2.39億及年減12.79%是具體單月數字，2021年1月6日精確吻合慣用日。
4994,110,1,2021-02-05,codex,傳奇110年1月營收2.49億、年減16.74%在MoneyDJ題名完整可讀，2月5日正常。
4994,110,3,2021-04-09,codex,傳奇110年3月2.76億元與年增27.63%明確標示，4月9日比通常6日稍晚但沒有別年或內容錯配。
4994,110,5,2021-06-07,codex,傳奇110年5月營收2.44億及年減17.28%可直接核對，6月7日接近慣用公布日。
4994,110,7,2021-08-06,codex,MoneyDJ標題寫傳奇110年7月2.71億與年減23.76%，日期2021年8月6日符合該公司通常節奏。
4994,110,9,2021-10-06,codex,傳奇110年9月營收2.34億和年減3.51%後接4994與單位千元說明，能確認是本公司月營收。
4994,110,12,2022-01-06,codex,傳奇110年12月2.14億元及年減10.43%由MoneyDJ完整呈現，1月6日正好落在慣用日。
4994,111,2,2022-03-04,codex,傳奇111年2月營收1.74億、年減20.00%具有期別和量值，3月4日只是比中位數提早兩日。
4994,111,3,2022-04-08,codex,傳奇111年3月的1.64億與年減40.53%明確寫在題名，4月8日雖較常態晚但仍是當月公告窗。
4994,111,4,2022-05-09,codex,中央社公告說明傳奇2022年4月合併營收1.71億元及年減27.26%，文章日期逐字為2022年5月9日。
4994,111,7,2022-08-08,codex,傳奇111年7月營收1.73億、年減36.16%由MoneyDJ直接記載，8月8日比慣用日後兩天但不異常。
4994,111,9,2022-10-07,codex,傳奇111年9月1.39億與年減40.60%是目標月的營收而非損益公告，10月7日仍貼近慣用6日。
4994,111,10,2022-11-08,codex,MoneyDJ題名中傳奇111年10月營收1.16億及年減53.59%具體可核，11月8日是合理發布日期。
4994,112,4,2023-05-05,codex,傳奇2023年4月合併營收1.41億元與年減17.84%由中央社公告給出，5月5日接近慣用6日。
4994,112,7,2023-08-07,codex,傳奇公告明載2023年7月1.43億元與年減17.42%，2023年8月7日僅晚於中位數一天。
4994,112,8,2023-09-07,codex,傳奇112年8月營收1.29億、年減6.28%並附4994和單位千元，9月7日與公布習慣相符。
4994,112,11,2023-12-06,codex,傳奇112年11月1.45億及年增33.02%為完整個股月營收資訊，12月6日正合慣用日。
4994,112,12,2024-01-04,codex,傳奇112年12月營收1.35億與年增19.89%有單位千元佐證；1月4日略早但屬常見月初時點。
4994,113,1,2024-02-15,codex,傳奇113年1月營收1.48億及年增16.41%完整可讀；2月15日雖遠於中位數但介於農曆春節假期後首個工作日，屬可解釋的遲報。
4994,113,2,2024-03-07,codex,玉山證券題名明列傳奇113年2月1.72億元和年增33.61%，3月7日接近慣用6日。
4994,113,3,2024-04-09,codex,傳奇113年3月營收1.27億、年減5.76%為MoneyDJ月營收內容，4月9日較晚三日但沒有跨月疑點。
4994,113,4,2024-05-08,codex,中央社標題將傳奇2024年4月1.31億元與年減6.85%一併揭露，5月8日仍在其常態窗口。
4994,113,5,2024-06-06,codex,傳奇113年5月1.34億及年減17.10%由MoneyDJ明載，2024年6月6日等於慣用日。
4994,113,6,2024-07-05,codex,傳奇113年6月營收1.20億、年減8.35%帶4994及單位千元，7月5日比中位數早一天。
4994,113,7,2024-08-06,codex,MoneyDJ題名清楚寫傳奇113年7月1.40億與年減1.64%，8月6日與歷來公布日吻合。
4994,113,8,2024-09-05,codex,傳奇113年8月1.17億元及年減8.83%有精確月份，9月5日僅較慣用日早一天。
4994,113,9,2024-10-08,codex,傳奇113年9月營收1.43億、年增13.69%出自個股月營收資料並標明單位，10月8日仍合理。
4994,113,10,2024-11-06,codex,傳奇113年10月1.36億元和年增10.72%均為可核單月數字，11月6日正好對應慣用日期。
4994,114,4,2025-05-07,codex,傳奇114年4月營收1.04億及年減20.78%附4994與單位千元，發布日5月7日接近中位數。
4994,114,5,2025-06-05,codex,傳奇114年5月1.02億元和年減23.98%明確可讀，6月5日與該檔慣用6日相鄰。
4994,114,6,2025-07-04,codex,傳奇2025年6月公告列8393.3萬元與年減29.91%，並有2025年7月更新日期，數額精確對上DB。
4994,114,7,2025-08-07,codex,公告標題載傳奇2025年7月合併營收1.26億元及年減10.43%，公司與期別足以支持8月7日任務。
4994,114,11,2025-12-04,codex,傳奇114年11月營收9632萬、年減12.57%後附4994和單位千元，12月4日雖早兩日但仍合理。
4994,115,1,2026-02-05,codex,傳奇115年1月8820萬及年減22.38%是明確月營收資料，2026年2月5日符合一向約6日的公布節奏。
4995,109,1,2020-02-06,codex,晶達109年1月營收8463萬、年減28.94%並附84632仟元，2月6日比慣用8日早兩日而不衝突。
4995,109,2,2020-03-06,codex,晶達109年2月9593萬與年增16.49%有本月95932及累計180565仟元互相支持，日期仍在月初公告窗。
4995,109,3,2020-04-08,codex,MoneyDJ題名寫晶達109年3月9274萬和年減18.41%，4月8日正合該檔慣用日。
