stock_id,roc_year,roc_month,announce_date,verdict,note
1101,111,2,2022-03-10,claude,中央社【公告】「2022年2月合併營收54.56億元年增30.73%」；rev=5456000000 對上。⚠️ 尾巴「台泥2月營收85.9」是相關文章碎片 數字不同但不影響主標題
1101,111,3,2022-04-11,claude,MoneyDJ「111年3月營收99.72億、年增1.96%」；rev=9972000000 對上；4/10 為週日故順延
1101,111,4,2022-05-10,claude,中央社【公告】「2022年4月合併營收83.19億元年增-13.99%」；rev=8319000000 對上
1101,111,5,2022-06-10,claude,MoneyDJ「111年5月營收77.34億、年減21.35%」；rev=7734000000 對上
1101,111,7,2022-08-10,claude,MoneyDJ「111年7月營收101.02億、年增21.42%」；rev=10102000000 對上
1101,111,8,2022-09-12,claude,MoneyDJ「111年8月營收106.90億、年增19.25%」；rev=10690000000 對上；9/10 為週六故順延至 12 日
1101,111,9,2022-10-07,claude,MoneyDJ「111年9月營收104.05億、年增8.41%」；rev=10405000000 對上；10/7 早於慣用日 3 天 因國慶連假前置
1101,111,11,2022-12-09,claude,Yahoo【公告】「台泥 2022年11月合併營收96.75億元 年增-0.8%」；rev=9675000000 對上
1101,112,1,2023-02-09,claude,中央社【公告】「台泥2023年1月合併營收73.25億元年增-2.56%」；rev=7325000000 對上
1101,112,4,2023-05-09,claude,中央社【公告】「2023年4月合併營收91億元年增9.39%」；rev=9100000000 對上
1101,112,5,2023-06-09,claude,中央社【公告】「2023年5月合併營收95.96億元年增24.08%」；rev=9596000000 對上
1101,112,6,2023-07-10,claude,群益投顧轉載【公告】「2023年6月合併營收88.16億元年增-3.61%」；rev=8816000000 對上
1101,112,7,2023-08-10,claude,中央社【公告】「2023年7月合併營收89.53億元年增-11.37%」；rev=8953000000 對上
1101,112,8,2023-09-11,claude,MoneyDJ「112年8月營收93.79億、年減12.26%」；rev=9379000000 對上；9/10 為週日故順延
1101,112,9,2023-10-11,claude,標題含時戳 2023/10/11 16:59 與 announce_date 相符 並附「台泥(1101)9月營收資料」；rev=8735000000 對上 87.35億
1101,112,10,2023-11-10,claude,「112年10月營收93.72億、年減17.56%」並附個股訊息「(1101)10月營收資料 (單位千元)」；rev=9372000000 對上
1101,112,11,2023-12-11,claude,MoneyDJ「112年11月營收87.87億、年減9.18%」；rev=8787000000 對上；12/10 為週日故順延
1101,112,12,2024-01-10,claude,MoneyDJ「112年12月營收95.14億、年減24.40%」；rev=9514000000 對上
1101,113,1,2024-02-15,claude,玉山證券「113年1月營收72.38億、年減1.19%」；rev=7238000000 對上。2/15 晚於慣用日 5 天 但 2024 農曆年在 2/10 前後 順延合理
1101,113,3,2024-04-10,claude,MoneyDJ「113年3月營收136.49億、年增16.36%」；rev=13649000000 對上
1101,113,4,2024-05-14,claude,玉山證券「113年4月營收116.26億、年增27.76%」；rev=11626000000 對上。⚠️ 5/14 晚於慣用日 4 天 標題本身無矛盾 但落點偏晚值得日後複核
1101,113,5,2024-06-11,claude,玉山證券「113年5月營收138.60億、年增44.44%」；rev=13860000000 對上；6/10 為端午連假故順延
1101,113,7,2024-08-12,claude,MoneyDJ「113年7月營收144.30億、年增61.16%」；rev=14430000000 對上；8/10 為週六故順延
1101,113,8,2024-09-10,claude,MoneyDJ「113年8月營收130.04億、年增38.65%」；rev=13004000000 對上
1101,113,11,2024-12-10,claude,MoneyDJ「113年11月營收165.03億、年增87.81%」；rev=16503000000 對上
1101,113,12,2025-01-10,claude,工商時報「台泥2024年12月、全年營收攀頂」——2024年12月＝113/12 年月正確 且 1/10 為慣用日。⚠️ 此篇同時談亞泥且無單月金額 佐證強度低於前述格式
1101,114,1,2025-02-10,claude,MoneyDJ「114年1月營收122.13億、年增68.74%」；rev=12213000000 對上
1101,114,2,2025-03-10,claude,"公開資訊觀測站仟元表格「本月9,123,490 去年同期4,798,581」＝91.23億；rev 為 None 僅因 parse_revenue 不認得此格式 非資料問題"
1101,114,3,2025-04-10,claude,中央社「2025年3月合併營收136.35億元 年增-0.1%」並明寫日期 2025年4月10日 與 announce_date 相符；rev=13635000000 對上
1101,114,4,2025-05-12,claude,中央社「2025年4月合併營收126.81億元」並明寫 2025年5月12日 與 announce_date 相符；rev=12681000000 對上
1101,114,5,2025-06-10,claude,中央社「2025年5月合併營收126.19億元 年增-8.95%」並明寫 2025年6月10日 相符；rev=12619000000 對上
1101,114,7,2025-08-11,claude,MoneyDJ「114年7月營收135.36億、年減6.19%」；rev=13536000000 對上；8/10 為週日故順延
1101,114,8,2025-09-10,claude,MoneyDJ「114年8月營收122.15億、年減6.07%」；rev=12215000000 對上
1101,114,9,2025-10-13,claude,MoneyDJ「114年9月營收133.07億、年減0.14%」；rev=13307000000 對上；10/10~12 國慶連假故順延
1101,114,10,2025-11-10,claude,MoneyDJ「114年10月營收138.82億、年減14.69%」；rev=13882000000 對上
1101,114,11,2025-12-10,claude,MoneyDJ「114年11月營收131.22億、年減20.49%」；rev=13122000000 對上
1101,114,12,2026-01-09,claude,MoneyDJ「114年12月營收142.20億、年減14.04%」；rev=14220000000 對上；1/10 為週六故前置
1101,115,1,2026-02-10,claude,MoneyDJ「115年1月營收122.53億、年增0.32%」；rev=12253000000 對上；為本批唯一 115 年任務 標題年份亦為 115 無錯年疑慮
1102,109,1,2020-02-10,claude,MoneyDJ「亞泥 109年1月營收52.10億、年減34.09%」；rev=5210000000 對上；公司名為「亞泥」非更長的別家
1102,109,2,2020-03-10,claude,MoneyDJ「109年2月營收28.51億、年減9.94%」；rev=2851000000 對上
1102,109,4,2020-05-08,claude,中央社【公告】「亞泥2020年4月合併營收67.52億元年增-19.96%」；rev=6752000000 對上；5/10 為週日故前置
1102,109,5,2020-06-10,claude,標題含時戳 2020/06/10 15:13 與 announce_date 相符；「109年5月營收71.83億」對上 rev=7183000000
1102,109,6,2020-07-10,claude,MoneyDJ「109年6月營收67.52億、年減10.41%」；rev=6752000000 對上。⚠️ 此金額與同檔 109/4 相同 已核對兩篇標題各自標明自己的月份 非錯配
1102,109,7,2020-08-10,claude,標題含時戳 2020/08/10 15:15 相符；「109年7月營收67.99億」對上 rev=6799000000
1102,109,8,2020-09-10,claude,標題含時戳 2020/09/10 15:17 相符；「109年8月營收66.83億」對上 rev=6683000000
1102,109,9,2020-10-08,claude,MoneyDJ「109年9月營收72.57億、年減1.87%」；rev=7257000000 對上；10/8 早於慣用日 因國慶連假前置
1102,109,10,2020-11-10,claude,MoneyDJ「109年10月營收74.33億、年增5.94%」；rev=7433000000 對上
1102,109,11,2020-12-10,claude,MoneyDJ「109年11月營收79.24億、年減0.97%」；rev=7924000000 對上
1102,109,12,2021-01-08,claude,MoneyDJ「109年12月營收83.21億、年增2.53%」；rev=8321000000 對上；1/10 為週日故前置
1102,110,1,2021-02-09,claude,MoneyDJ「110年1月營收74.36億、年增42.72%」；rev=7436000000 對上
1102,110,2,2021-03-10,claude,MoneyDJ「110年2月營收34.50億、年增21.01%」；rev=3450000000 對上
1102,110,3,2021-04-09,claude,中央社【公告】「亞泥2021年3月合併營收70.07億元年增37.99%」；rev=7007000000 對上；4/10 為週六故前置
1102,110,4,2021-05-10,claude,MoneyDJ「110年4月營收78.31億、年增15.99%」；rev=7831000000 對上
1102,110,5,2021-06-10,claude,中央社【公告】「2021年5月合併營收76.89億元年增7.04%單位：仟元」；rev=7689000000 對上
1102,110,7,2021-08-10,claude,"明細表「營收, 6,477,630」＝64.78億 對上 rev=6478000000"
1102,110,8,2021-09-10,claude,MoneyDJ「110年8月營收71.93億、年增7.63%」；rev=7193000000 對上
1102,110,9,2021-10-07,claude,【公告】「2021年9月合併營收78.31億元年增7.92%」並明寫 2021年10月7日 與 announce_date 相符；rev=7831000000 對上
1102,110,10,2021-11-10,claude,MoneyDJ「110年10月營收94.55億、年增27.19%」；rev=9455000000 對上
1102,110,11,2021-12-10,claude,MoneyDJ「110年11月營收89.86億、年增13.40%」；rev=8986000000 對上
1102,110,12,2022-01-10,claude,MoneyDJ「110年12月營收91.44億、年增9.89%」；rev=9144000000 對上
1102,111,1,2022-02-11,claude,中央社【公告】「亞泥2022年1月合併營收74.21億元年增-0.21%」；rev=7421000000 對上；2/11 晚 1 天
1102,111,2,2022-03-09,claude,中央社【公告】「2022年2月合併營收41.01億元年增18.85%」；rev=4101000000 對上
1102,111,3,2022-04-08,claude,MoneyDJ「111年3月營收81.60億、年增16.47%」；rev=8160000000 對上；4/10 為週日故前置
1102,111,5,2022-06-10,claude,MoneyDJ「111年5月營收80.00億、年增2.59%」；rev=8000000000 對上
1102,111,7,2022-08-10,claude,MoneyDJ「111年7月營收78.65億、年增15.35%」；rev=7865000000 對上
1102,111,8,2022-09-08,claude,MoneyDJ「111年8月營收70.69億、年減1.72%」；rev=7069000000 對上；9/10 為週六故前置
1102,111,9,2022-10-07,claude,MoneyDJ「111年9月營收69.94億、年減10.69%」；rev=6994000000 對上；國慶連假前置
1102,111,10,2022-11-10,claude,Yahoo【公告】「亞泥 2022年10月合併營收76.01億元 年增-19.6%」；rev=7601000000 對上
1102,111,12,2023-01-10,claude,Yahoo【公告】「亞泥 2022年12月合併營收83.41億元 年增-11.31%」——2022年12月＝111/12 年月正確；rev=8341000000 對上
1102,112,6,2023-07-10,claude,"明細表「營收, 6,671,130」＝66.71億 對上 rev=6671000000"
1102,112,8,2023-09-08,claude,MoneyDJ「112年8月營收64.70億、年減8.48%」；rev=6470000000 對上；9/10 為週日故前置
1102,112,9,2023-10-06,claude,中央社【公告】「亞泥2023年9月合併營收66.92億元年增-4.32%」；rev=6692000000 對上；國慶連假前置
1102,112,10,2023-11-10,claude,MoneyDJ「112年10月營收67.06億、年減11.77%」；rev=6706000000 對上
1102,112,11,2023-12-08,claude,標題含時戳「2023/12/08 14:21」與 announce_date 逐字相符；rev=6916000000／yoy=-16.74 對上
1102,112,12,2024-01-10,claude,標題含時戳「2024/01/10 13:51」與 announce_date 逐字相符；rev=6314000000／yoy=-24.30 對上
1102,113,1,2024-02-15,claude,玉山證券標題「113年1月營收64.91億、年增34.81%」；rev=6491000000 對上
1102,113,2,2024-03-08,claude,中央社【公告】「2024年2月合併營收36億元 年增-42.32%」＝113年2月；rev=3600000000 對上
1102,113,3,2024-04-09,claude,中央社【公告】「2024年3月合併營收64.09億元年增-21.39%」＝113年3月；rev=6409000000 對上
1102,113,5,2024-06-07,claude,MoneyDJ「113年5月營收64.60億、年減10.76%」；rev=6460000000 對上
1102,113,6,2024-07-10,claude,玉山證券標題「113年6月營收68.38億、年增2.51%」；rev=6838000000 對上
1102,113,7,2024-08-13,claude,標題「113年7月營收67.23億、年減1.00%」金額對上 rev=6723000000；後段夾帶購股新聞不影響營收段落
1102,113,8,2024-09-10,claude,MoneyDJ「113年8月營收67.34億、年增4.08%」；rev=6734000000 對上
1102,113,9,2024-10-09,claude,標題含時戳「2024/10/09 15:40」與 announce_date 逐字相符；rev=6497000000／yoy=-2.92 對上
1102,113,10,2024-11-08,claude,MoneyDJ「113年10月營收65.73億、年減1.99%」；rev=6573000000 對上
1102,113,11,2024-12-10,claude,標題含時戳「2024/12/10 13:59」與 announce_date 逐字相符；rev=7194000000／yoy=4.02 對上
1102,113,12,2025-01-10,claude,MoneyDJ「113年12月營收70.85億、年增12.22%」；rev=7085000000 對上
1102,114,1,2025-02-10,claude,MoneyDJ「114年1月營收58.78億、年減9.44%」；rev=5878000000 對上
1102,114,2,2025-03-10,claude,玉山證券標題「114年2月營收41.84億、年增16.23%」；rev=4184000000 對上
1102,114,3,2025-04-10,claude,MoneyDJ「114年3月營收65.33億、年增1.93%」；rev=6533000000 對上
1102,114,4,2025-05-09,claude,MoneyDJ「114年4月營收62.76億、年增10.37%」；rev=6276000000 對上
1102,114,5,2025-06-10,claude,"公開資訊觀測站仟元表格「本月6,370,169」＝63.70億，2025年5月＝114年5月；revenue 為 NULL 是格式解析未認得，非可疑"
1102,114,6,2025-07-10,claude,MoneyDJ「114年6月營收60.19億、年減11.98%」；rev=6019000000 對上
1102,114,7,2025-08-08,claude,"公開資訊觀測站仟元表格「本月5,836,590」＝58.37億，2025年7月＝114年7月；revenue 為 NULL 屬預期"
1102,114,8,2025-09-10,claude,MoneyDJ「114年8月營收56.64億、年減15.89%」；rev=5664000000 對上
1102,114,9,2025-10-09,claude,MoneyDJ「114年9月營收63.88億、年減1.67%」；rev=6388000000 對上
1102,114,10,2025-11-10,claude,MoneyDJ「114年10月營收58.33億、年減11.25%」；rev=5833000000 對上
1102,114,11,2025-12-10,claude,MoneyDJ「114年11月營收58.85億、年減18.19%」；rev=5885000000 對上
1102,114,12,2026-01-12,claude,MoneyDJ「114年12月營收61.73億、年減12.88%」；rev=6173000000 對上
1102,115,1,2026-02-10,claude,MoneyDJ「115年1月營收59.87億、年增1.86%」；rev=5987000000 對上
1103,109,2,2020-03-10,claude,MoneyDJ「109年2月營收1.51億、年增39.06%」；rev=151000000 對上
1103,109,3,2020-04-10,claude,MoneyDJ「109年3月營收1.79億、年增7.56%」；rev=179000000 對上
1103,109,4,2020-05-11,claude,MoneyDJ「109年4月營收1.59億、年減1.21%」；rev=159000000 對上
1103,109,5,2020-06-10,claude,MoneyDJ「109年5月營收1.71億、年增17.02%」；rev=171000000 對上
1103,109,6,2020-07-10,claude,MoneyDJ「109年6月營收1.67億、年增27.48%」；rev=167000000 對上
1103,109,7,2020-08-10,claude,標題含時戳「2020/08/10 20:46」與 announce_date 逐字相符；rev=173000000／yoy=8.86 對上
1103,109,8,2020-09-10,claude,中央社【公告】「2020年8月合併營收1.53億元 年增-6.02%」＝109年8月；rev=153000000 對上
1103,109,9,2020-10-12,claude,MoneyDJ「109年9月營收1.63億、年增8.17%」；rev=163000000 對上
1103,109,10,2020-11-10,claude,MoneyDJ「109年10月營收1.66億、年減6.36%」；rev=166000000 對上
1103,109,11,2020-12-10,claude,MoneyDJ「109年11月營收2.09億、年增12.30%」；rev=209000000 對上
1103,109,12,2021-01-11,claude,MoneyDJ「109年12月營收2.01億、年增27.31%」；rev=201000000 對上
1103,110,2,2021-03-10,claude,MoneyDJ「110年2月營收1.45億、年減3.79%」；rev=145000000 對上
1103,110,3,2021-04-12,claude,MoneyDJ「110年3月營收2.04億、年增13.63%」；rev=204000000 對上
1103,110,4,2021-05-10,claude,MoneyDJ「110年4月營收1.85億、年增16.63%」；rev=185000000 對上
1103,110,6,2021-07-10,claude,標題含時戳「2021/07/10 07:51」與 announce_date 逐字相符；rev=169000000／yoy=1.19 對上；週六公布屬合法窗外遲交個案，時戳已佐證
1103,110,7,2021-08-10,claude,"明細表「當月營收 192,983」＝1.93億 對上 rev=193000000（四捨五入千元誤差）"
1103,110,9,2021-10-12,claude,"明細表「當月營收 201,306」＝2.01億 對上 rev=201000000"
1103,110,10,2021-11-10,claude,MoneyDJ「110年10月營收1.93億、年增16.60%」；rev=193000000 對上
1103,110,11,2021-12-10,claude,MoneyDJ「110年11月營收1.98億、年減5.34%」；rev=198000000 對上
1103,110,12,2022-01-10,claude,MoneyDJ「110年12月營收1.72億、年減14.66%」；rev=172000000 對上
1103,111,1,2022-02-14,claude,中央社【公告】「2022年1月合併營收1.58億元年增-19.15%」＝111年1月；rev=158000000 對上
1103,111,2,2022-03-10,claude,中央社【公告】「2022年2月合併營收1.34億元年增-7.6%」＝111年2月；rev=134000000 對上
1103,111,3,2022-04-11,claude,MoneyDJ「111年3月營收2.20億、年增8.09%」；rev=220000000 對上
1103,111,5,2022-06-10,claude,MoneyDJ「111年5月營收1.64億、年減16.74%」；rev=164000000 對上
1103,111,7,2022-08-10,claude,MoneyDJ「111年7月營收1.79億、年減7.34%」；rev=179000000 對上
1103,111,8,2022-09-12,claude,MoneyDJ「111年8月營收1.82億、年增9.85%」；rev=182000000 對上
1103,111,10,2022-11-09,claude,中央社【公告】「2022年10月合併營收2.09億元 年增8.43%」＝111年10月；rev=209000000 對上
1103,111,12,2023-01-10,claude,中央社【公告】「2022年12月合併營收2.29億元 年增33.31%」＝111年12月；rev=229000000 對上
1103,112,2,2023-03-10,claude,中央社【公告】「2023年2月合併營收2.11億元年增57.43%」＝112年2月；rev=211000000 對上
1103,112,3,2023-04-12,claude,MoneyDJ「112年3月營收2.49億、年增13.01%」；rev=249000000 對上
1103,112,4,2023-05-10,claude,MoneyDJ「112年4月營收2.20億、年增31.04%」；rev=220000000 對上
1103,112,6,2023-07-10,claude,"明細表「當月營收 277,233」＝2.77億 對上 rev=277000000"
1103,112,7,2023-08-10,claude,中央社【公告】「2023年7月合併營收2.67億元 年增49.1%」＝112年7月；rev=267000000 對上
1103,112,8,2023-09-11,claude,MoneyDJ「112年8月營收2.39億、年增31.01%」；rev=239000000 對上
1103,112,9,2023-10-11,claude,標題含時戳「2023/10/11 17:39」與 announce_date 逐字相符；rev=233000000／yoy=13.50 對上
1103,112,10,2023-11-10,claude,標題「112年10月營收2.57億、年增22.88%」並附股號(1103)確認為同一家；rev=257000000 對上
1103,112,11,2023-12-11,claude,MoneyDJ「112年11月營收2.55億、年增15.18%」；rev=255000000 對上
1103,112,12,2024-01-10,claude,MoneyDJ「112年12月營收2.83億、年增23.90%」；rev=283000000 對上
1103,113,1,2024-02-15,claude,MoneyDJ「113年1月營收2.43億、年增27.06%」；rev=243000000 對上
1103,113,2,2024-03-11,claude,MoneyDJ「113年2月營收2.01億、年減4.62%」；rev=201000000 對上
1103,113,3,2024-04-10,claude,MoneyDJ「113年3月營收2.55億、年增2.31%」；rev=255000000 對上
1103,113,4,2024-05-10,claude,MoneyDJ「113年4月營收2.38億、年增8.11%」；rev=238000000 對上
1103,113,5,2024-06-11,claude,MoneyDJ「113年5月營收2.44億、年增7.04%」；rev=244000000 對上
1103,113,6,2024-07-10,claude,MoneyDJ「113年6月營收2.56億、年減7.54%」；rev=256000000 對上
1103,113,7,2024-08-12,claude,MoneyDJ「113年7月營收2.58億、年減3.09%」；rev=258000000 對上
1103,113,8,2024-09-10,claude,MoneyDJ「113年8月營收2.67億、年增11.92%」；rev=267000000 對上
1103,113,9,2024-10-11,claude,中央社【公告】「2024年9月合併營收2.5億元 年增7.29%」＝113年9月；rev=250000000 對上
1103,113,10,2024-11-11,claude,MoneyDJ「113年10月營收2.28億、年減11.24%」；rev=228000000 對上
1103,113,11,2024-12-10,claude,標題含時戳「2024/12/10 18:01」與 announce_date 逐字相符；rev=259000000／yoy=1.47 對上
1103,113,12,2025-01-10,claude,MoneyDJ「113年12月營收2.84億、年增0.32%」；rev=284000000 對上
1103,114,1,2025-02-10,claude,玉山證券標題「114年1月營收2.68億、年增10.31%」；rev=268000000 對上
1103,114,2,2025-03-10,claude,"公開資訊觀測站仟元表格「本月218,169」＝2.18億，2025年2月＝114年2月；revenue 為 NULL 屬預期"
1103,114,3,2025-04-10,claude,MoneyDJ「114年3月營收2.66億、年增4.47%」；rev=266000000 對上
1103,114,4,2025-05-12,claude,MoneyDJ「114年4月營收2.72億、年增14.05%」；rev=272000000 對上
1103,114,5,2025-06-10,claude,MoneyDJ「114年5月營收2.49億、年增2.19%」；rev=249000000 對上
1103,114,6,2025-07-10,claude,玉山證券標題「114年6月營收2.48億、年減3.33%」；rev=248000000 對上
1103,114,7,2025-08-11,claude,中央社【公告】「2025年7月合併營收2.52億元年增-2.52%」＝114年7月，並附去年同期比較表；rev=252000000 對上
1103,114,8,2025-09-10,claude,MoneyDJ「114年8月營收2.37億、年減11.41%」；rev=237000000 對上
1103,114,9,2025-10-13,claude,MoneyDJ「114年9月營收2.35億、年減6.02%」；rev=235000000 對上
1103,114,10,2025-11-10,claude,MoneyDJ「114年10月營收2.47億、年增8.01%」；rev=247000000 對上
1103,114,11,2025-12-09,claude,"中央社【公告】「2025年11月合併營收2.49億元年增-3.89%」＝114年11月，並附仟元表格「本月249,10x」；rev=249000000 對上"
1103,114,12,2026-01-12,claude,MoneyDJ「114年12月營收2.75億、年減3.28%」；rev=275000000 對上
1103,115,1,2026-02-10,claude,MoneyDJ「115年1月營收2.57億、年減4.17%」；rev=257000000 對上
1104,109,1,2020-02-10,claude,MoneyDJ「109年1月營收3.60億、年減24.93%」；rev=360000000 對上
1104,109,2,2020-03-10,claude,MoneyDJ「109年2月營收4.14億、年增53.00%」；rev=414000000 對上
1104,109,3,2020-04-10,claude,MoneyDJ「109年3月營收4.80億、年增9.74%」；rev=480000000 對上
1104,109,4,2020-05-08,claude,MoneyDJ「109年4月營收4.81億、年增14.85%」；rev=481000000 對上
1104,109,5,2020-06-09,claude,中央社【公告】「2020年5月合併營收4.03億元年增-4.31%」＝109年5月；rev=403000000 對上
1104,109,6,2020-07-10,claude,MoneyDJ「109年6月營收4.54億、年增28.15%」；rev=454000000 對上
1104,109,7,2020-08-10,claude,MoneyDJ「109年7月營收4.77億、年增19.79%」；rev=477000000 對上
1104,109,8,2020-09-10,claude,MoneyDJ「109年8月營收3.67億、年減3.54%」；rev=367000000 對上
1104,109,9,2020-10-08,claude,MoneyDJ「109年9月營收4.51億、年增15.26%」；rev=451000000 對上
1104,109,10,2020-11-10,claude,MoneyDJ「109年10月營收4.96億、年減1.48%」；rev=496000000 對上
1104,109,11,2020-12-10,claude,MoneyDJ「109年11月營收4.89億、年減0.99%」；rev=489000000 對上
1104,109,12,2021-01-08,claude,MoneyDJ「109年12月營收5.55億、年增21.30%」；rev=555000000 對上
1104,110,1,2021-02-09,claude,MoneyDJ「110年1月營收5.11億、年增42.09%」；rev=511000000 對上
1104,110,2,2021-03-10,claude,MoneyDJ「110年2月營收3.54億、年減14.51%」；rev=354000000 對上
1104,110,3,2021-04-09,claude,MoneyDJ「110年3月營收5.75億、年增19.87%」；rev=575000000 對上
1104,110,4,2021-05-10,claude,MoneyDJ「110年4月營收5.24億、年增8.80%」；rev=524000000 對上
1104,110,5,2021-06-10,claude,中央社【公告】「2021年5月合併營收5.34億元年增32.43%」＝110年5月；rev=534000000 對上
1104,110,6,2021-07-09,claude,中央社【公告】「2021年6月合併營收4.07億元年增-10.24%」＝110年6月，並附股號(1104)確認；rev=407000000 對上
1104,110,7,2021-08-10,claude,標題含時戳「2021/08/10 15:02」與 announce_date 逐字相符；rev=494000000／yoy=3.50 對上
1104,110,8,2021-09-10,claude,中央社【公告】「2021年8月合併營收4.31億元 年增17.5%」＝110年8月；rev=431000000 對上
